priority,faq_id,category,question,current_answer,risk_type,audit_reason,suggested_status,suggested_answer_mode,suggested_action,owner_note
P0,faq-311,噪音禁菸安全與規範,可以烤肉用炭火嗎？,炭火、瓦斯爐與卡式爐只能在民宿允許的指定區域使用，房內與非指定處禁止使用。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-312,噪音禁菸安全與規範,可以使用瓦斯爐或卡式爐嗎？,炭火、瓦斯爐與卡式爐只能在民宿允許的指定區域使用，房內與非指定處禁止使用。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-313,噪音禁菸安全與規範,可以帶高功率電器嗎？,請勿使用高功率電器；若跳電或停電，請關閉高耗電設備並聯繫民宿，不要自行操作配電箱。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-314,噪音禁菸安全與規範,跳電怎麼辦？,請勿使用高功率電器；若跳電或停電，請關閉高耗電設備並聯繫民宿，不要自行操作配電箱。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-315,噪音禁菸安全與規範,停電怎麼辦？,請勿使用高功率電器；若跳電或停電，請關閉高耗電設備並聯繫民宿，不要自行操作配電箱。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-316,噪音禁菸安全與規範,火災警報響了怎麼辦？,入住後請先確認逃生路線與滅火器位置；若火警響起，請立即疏散並通知民宿與119。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-317,噪音禁菸安全與規範,房內有逃生圖嗎？,入住後請先確認逃生路線與滅火器位置；若火警響起，請立即疏散並通知民宿與119。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-318,噪音禁菸安全與規範,滅火器在哪裡？,入住後請先確認逃生路線與滅火器位置；若火警響起，請立即疏散並通知民宿與119。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-319,噪音禁菸安全與規範,可以鎖門外出嗎？,外出請確認門窗上鎖、關閉電器與水龍頭；貴重物品請自行保管。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-320,噪音禁菸安全與規範,可以帶陌生人進來嗎？,不得帶未登記訪客或危險物品入住；若涉及公共安全，民宿可依規範拒絕或通報處理。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-321,噪音禁菸安全與規範,喝酒後可以開車出去嗎？,請理性飲酒並勿酒後駕車；可安排代駕、計程車或留宿休息，安全第一。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-322,噪音禁菸安全與規範,可以攜帶危險物品嗎？,不得帶未登記訪客或危險物品入住；若涉及公共安全，民宿可依規範拒絕或通報處理。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-323,噪音禁菸安全與規範,深夜喧嘩會怎麼處理？,請依民宿公告遵守安靜時段，常見為晚上10點後降低音量；包棟也需顧及鄰居與公共安寧。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-324,噪音禁菸安全與規範,違反住宿規定會退費嗎？,住宿規定會公布於官網、訂房確認、房內公告或入住須知；嚴重違規被要求退房時，費用通常不退。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-325,噪音禁菸安全與規範,住宿規定在哪裡看？,住宿規定會公布於官網、訂房確認、房內公告或入住須知；嚴重違規被要求退房時，費用通常不退。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-411,旅遊行程與在地推薦,兩天一夜怎麼排？,此問題需依民宿實際設備、房況與公告規定確認；建議訂房前先詢問，民宿會提供最準確答覆。,known_high_risk,行程規劃需要日期、人數、交通與喜好，不適合 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-412,旅遊行程與在地推薦,三天兩夜怎麼排？,此問題需依民宿實際設備、房況與公告規定確認；建議訂房前先詢問，民宿會提供最準確答覆。,known_high_risk,行程規劃需要日期、人數、交通與喜好，不適合 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-426,發票收據資料與身分登記,入住為什麼要登記資料？,民宿依法需登記住宿旅客資料並保存六個月；請出示身分證、護照或居留證等有效文件，資料會依個資規定處理。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-427,發票收據資料與身分登記,可以不給身分證嗎？,民宿依法需登記住宿旅客資料並保存六個月；請出示身分證、護照或居留證等有效文件，資料會依個資規定處理。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-428,發票收據資料與身分登記,只給訂房代表證件可以嗎？,此問題需依民宿實際設備、房況與公告規定確認；建議訂房前先詢問，民宿會提供最準確答覆。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-429,發票收據資料與身分登記,資料會保存多久？,住宿登記資料應用於住宿管理、法規要求與必要聯絡；保存期滿後可依民宿個資管理流程處理。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-430,發票收據資料與身分登記,身分資料會拿去做行銷嗎？,民宿依法需登記住宿旅客資料並保存六個月；請出示身分證、護照或居留證等有效文件，資料會依個資規定處理。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-431,發票收據資料與身分登記,可以拍身分證嗎？,民宿依法需登記住宿旅客資料並保存六個月；請出示身分證、護照或居留證等有效文件，資料會依個資規定處理。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-432,發票收據資料與身分登記,外國人要提供護照嗎？,民宿依法需登記住宿旅客資料並保存六個月；請出示身分證、護照或居留證等有效文件，資料會依個資規定處理。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-433,發票收據資料與身分登記,訂房資料填錯怎麼辦？,請使用官方表單或官方LINE提供正確資料；姓名、電話、人數、車輛、寵物與發票資料有變更請入住前通知。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-434,發票收據資料與身分登記,需要填入住表單嗎？,請使用官方表單或官方LINE提供正確資料；姓名、電話、人數、車輛、寵物與發票資料有變更請入住前通知。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-435,發票收據資料與身分登記,可以開收據嗎？,如需收據、發票、公司抬頭或統編，請在付款前提供；可開立格式與項目依民宿稅籍與實際收費辦理。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-436,發票收據資料與身分登記,可以開統編嗎？,如需收據、發票、公司抬頭或統編，請在付款前提供；可開立格式與項目依民宿稅籍與實際收費辦理。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-437,發票收據資料與身分登記,發票可以事後補開嗎？,如需收據、發票、公司抬頭或統編，請在付款前提供；可開立格式與項目依民宿稅籍與實際收費辦理。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-438,發票收據資料與身分登記,收據可以寫住宿費嗎？,如需收據、發票、公司抬頭或統編，請在付款前提供；可開立格式與項目依民宿稅籍與實際收費辦理。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-439,發票收據資料與身分登記,可以分開開收據嗎？,如需收據、發票、公司抬頭或統編，請在付款前提供；可開立格式與項目依民宿稅籍與實際收費辦理。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-440,發票收據資料與身分登記,平台訂房由誰開發票？,如需收據、發票、公司抬頭或統編，請在付款前提供；可開立格式與項目依民宿稅籍與實際收費辦理。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-441,發票收據資料與身分登記,押金會開收據嗎？,如需收據、發票、公司抬頭或統編，請在付款前提供；可開立格式與項目依民宿稅籍與實際收費辦理。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-442,發票收據資料與身分登記,加人費可以開收據嗎？,如需收據、發票、公司抬頭或統編，請在付款前提供；可開立格式與項目依民宿稅籍與實際收費辦理。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-443,發票收據資料與身分登記,寵物清潔費可以開收據嗎？,如需收據、發票、公司抬頭或統編，請在付款前提供；可開立格式與項目依民宿稅籍與實際收費辦理。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-444,發票收據資料與身分登記,公司旅遊可以開公司抬頭嗎？,如需收據、發票、公司抬頭或統編，請在付款前提供；可開立格式與項目依民宿稅籍與實際收費辦理。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-445,發票收據資料與身分登記,入住名單要提前給嗎？,請使用官方表單或官方LINE提供正確資料；姓名、電話、人數、車輛、寵物與發票資料有變更請入住前通知。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-446,發票收據資料與身分登記,資料填表安全嗎？,住宿登記資料應用於住宿管理、法規要求與必要聯絡；保存期滿後可依民宿個資管理流程處理。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-447,發票收據資料與身分登記,可以刪除我的個資嗎？,住宿登記資料應用於住宿管理、法規要求與必要聯絡；保存期滿後可依民宿個資管理流程處理。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-448,發票收據資料與身分登記,可以使用假名訂房嗎？,訂房可用暱稱聯絡，但入住登記需提供真實身分資料，確保合法與安全。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-449,發票收據資料與身分登記,電話寫朋友的可以嗎？,請使用官方表單或官方LINE提供正確資料；姓名、電話、人數、車輛、寵物與發票資料有變更請入住前通知。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-450,發票收據資料與身分登記,資料變更要什麼時候通知？,請使用官方表單或官方LINE提供正確資料；姓名、電話、人數、車輛、寵物與發票資料有變更請入住前通知。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-451,隱私保險遺失物與客訴,房間內有監視器嗎？,客房與浴室等私人空間不會設置監視器；公共或戶外監視器若有設置，目的為安全與出入口管理。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-452,隱私保險遺失物與客訴,公共區監視器會拍到我們嗎？,客房與浴室等私人空間不會設置監視器；公共或戶外監視器若有設置，目的為安全與出入口管理。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-453,隱私保險遺失物與客訴,民宿有保險嗎？,合法民宿依規定應投保責任保險；實際保障與理賠依保單與事故情況辦理。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-454,隱私保險遺失物與客訴,東西遺失怎麼辦？,請提供物品特徵、可能位置與入住日期；找到後可協助寄回或自取，貴重物品建議自行保管。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-455,隱私保險遺失物與客訴,退房後發現忘東西怎麼辦？,請提供物品特徵、可能位置與入住日期；找到後可協助寄回或自取，貴重物品建議自行保管。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-456,隱私保險遺失物與客訴,遺失物會保管多久？,請提供物品特徵、可能位置與入住日期；找到後可協助寄回或自取，貴重物品建議自行保管。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-457,隱私保險遺失物與客訴,貴重物品可以寄放嗎？,請提供物品特徵、可能位置與入住日期；找到後可協助寄回或自取，貴重物品建議自行保管。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-458,隱私保險遺失物與客訴,房內物品壞了怎麼辦？,請主動拍照並通知民宿；民宿會判斷正常耗損或人為損壞，依證據與規範協調清潔、修復或賠償。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-459,隱私保險遺失物與客訴,不小心打破杯子要賠嗎？,請主動拍照並通知民宿；民宿會判斷正常耗損或人為損壞，依證據與規範協調清潔、修復或賠償。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-460,隱私保險遺失物與客訴,床單被染色怎麼辦？,請主動拍照並通知民宿；民宿會判斷正常耗損或人為損壞，依證據與規範協調清潔、修復或賠償。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-461,隱私保險遺失物與客訴,家具刮傷怎麼辦？,請主動拍照並通知民宿；民宿會判斷正常耗損或人為損壞，依證據與規範協調清潔、修復或賠償。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-462,隱私保險遺失物與客訴,入住不滿意可以退費嗎？,請第一時間反映並提供照片或狀況說明，讓民宿可即時改善；退費或補償需依問題性質與訂房政策判斷。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-463,隱私保險遺失物與客訴,房間跟照片不一樣怎麼辦？,請第一時間反映並提供照片或狀況說明，讓民宿可即時改善；退費或補償需依問題性質與訂房政策判斷。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-464,隱私保險遺失物與客訴,設備故障會補償嗎？,請第一時間反映並提供照片或狀況說明，讓民宿可即時改善；退費或補償需依問題性質與訂房政策判斷。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-465,隱私保險遺失物與客訴,隔壁太吵怎麼辦？,請立即聯繫民宿，由工作人員協助提醒與處理；不要直接與對方發生衝突。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-466,隱私保險遺失物與客訴,附近鄰居抗議怎麼辦？,請立即聯繫民宿，由工作人員協助提醒與處理；不要直接與對方發生衝突。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-467,隱私保險遺失物與客訴,可以給評價嗎？,非常歡迎留下真實評價，您的回饋能幫助我們改善服務；若入住中有任何問題，也請第一時間告訴管家，讓我們有機會即時協助。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-468,隱私保險遺失物與客訴,評論可以獲得優惠嗎？,若有評論活動或回饋優惠，會依當期公告為準；民宿歡迎真實心得，但不會要求不實好評或以優惠交換不實評價。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-469,隱私保險遺失物與客訴,可以客訴嗎？,可以，請提供入住日期、房型、問題描述與照片，我們會認真處理並回覆改善方式。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-470,隱私保險遺失物與客訴,遇到安全疑慮怎麼辦？,若遇到人身安全、火災、醫療急症或可疑狀況，請優先撥打 110 或 119，再立即通知管家；非急迫問題可用官方 LINE 聯繫。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-471,隱私保險遺失物與客訴,鄰近施工會事先通知嗎？,若住宿期間附近有已知施工或可能影響入住的狀況，民宿會盡量提前通知；臨時施工或外部因素則會依現場狀況協助說明與處理。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-472,隱私保險遺失物與客訴,停水怎麼辦？,若遇停水，請先停止大量用水並立即通知管家；民宿會協助確認是區域停水、設備異常或臨時狀況，並依情況提供處理方式。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-473,隱私保險遺失物與客訴,網路斷線怎麼辦？,若網路斷線，請先確認 Wi-Fi 名稱與設備電源，仍無法連線時請通知管家；民宿會協助重啟設備或確認是否為外部網路異常。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-474,隱私保險遺失物與客訴,房間被誤闖怎麼辦？,若發生房間被誤闖或疑似安全問題，請立即通知管家；若涉及人身安全，請先撥打 110 或 119，並保留現場狀況。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-475,隱私保險遺失物與客訴,退房後被通知損壞怎麼辦？,請主動拍照並通知民宿；民宿會判斷正常耗損或人為損壞，依證據與規範協調清潔、修復或賠償。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-493,特殊需求與情境應對,可以請民宿推薦攝影師嗎？,外部服務、企業小聚、開會或遠端工作需事前確認人數、設備、網路、訪客與場地規範。,known_high_risk,問題問攝影師推薦，但目前答案主題不一致,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P0,faq-500,特殊需求與情境應對,遇到臨時緊急事件怎麼辦？,人身安全、火災或醫療急症請先撥110或119，再通知民宿；非急迫問題請用官方LINE或電話聯繫。,price_refund_privacy_safety_or_policy,價格、退款、押金、付款、發票、個資、安全或客服承諾類題目不宜直接核准為 direct,needs_review,ask_human,人工確認正確答案；必要時改 status=needs_review 並改 answer_mode=collect_info 或 ask_human,
P1,faq-002,訂房與空房,我要怎麼訂房？,可先透過官網線上預約、官方 LINE 或電話提出需求；送出後會由管家確認日期、人數、包棟或房型、寵物與付款資訊。完成管家確認與付款程序後，才算正式保留。,vague_answer,答案含確認或依公告語氣，建議檢查是否應改 collect_info 或 ask_human,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-007,訂房與空房,可以現場看房再訂嗎？,目前不開放臨時現場看房，以保護住客隱私與維持清潔作業。若有合作、拍攝或特殊需求，請先透過官方 LINE 預約並由管家確認可行時段。,vague_answer,答案含確認或依公告語氣，建議檢查是否應改 collect_info 或 ask_human,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
