id,category,question,aliases,answer,keywords,answer_mode,status,priority,last_verified_at,internal_note,
faq-102,交通停車與周邊,導航要輸入什麼？,,訂房確認後會提供地址、Google地圖連結與建議路線；建議直接點官方定位，避免導航到相近地點。,導航｜交通｜停車｜周邊,direct,approved,80,,,
faq-103,交通停車與周邊,開車怎麼到？,開車如何到,訂房確認後會提供地址、Google地圖連結與建議路線；建議直接點官方定位，避免導航到相近地點。,開車｜交通｜停車｜周邊,direct,approved,80,,,
faq-104,交通停車與周邊,有停車位嗎？,請問有停車位嗎｜停車位有提供嗎,請先提供車輛數與車型；停車位置、可停台數、是否收費與電動車充電限制，以民宿公告為準。,停車位｜交通｜周邊,direct,needs_review,80,,待屋主確認實際規則、設備或當期資訊,
faq-105,交通停車與周邊,停車要收費嗎？,,請先提供車輛數與車型；停車位置、可停台數、是否收費與電動車充電限制，以民宿公告為準。,停車｜交通｜周邊,direct,approved,80,,,
faq-106,交通停車與周邊,可以停幾台車？,能不能停幾台車？｜可不可以停幾台車？,請先提供車輛數與車型；停車位置、可停台數、是否收費與電動車充電限制，以民宿公告為準。,交通｜停車｜周邊,collect_info,approved,80,,,
faq-107,交通停車與周邊,休旅車或九人座可以停嗎？,,請先提供車輛數與車型；停車位置、可停台數、是否收費與電動車充電限制，以民宿公告為準。,交通｜停車｜周邊,direct,approved,80,,,
faq-108,交通停車與周邊,電動車可以充電嗎？,,請先提供車輛數與車型；停車位置、可停台數、是否收費與電動車充電限制，以民宿公告為準。,電動車｜充電｜交通｜停車｜周邊,direct,approved,80,,,
faq-109,交通停車與周邊,可以騎機車去嗎？,能不能騎機車去？｜可不可以騎機車去？,請先提供車輛數與車型；停車位置、可停台數、是否收費與電動車充電限制，以民宿公告為準。,機車｜交通｜停車｜周邊,direct,approved,80,,,
faq-110,交通停車與周邊,搭火車怎麼到？,搭火車如何到,目前尚未建立固定的火車轉乘說明。請告知抵達車站、日期與預計時間，管家可協助提供當期叫車、租車或轉乘建議。,火車｜交通｜停車｜周邊,collect_info,needs_review,80,,原答案誤答成停車資訊；需確認最近車站與路線。,
faq-111,交通停車與周邊,搭高鐵怎麼到？,搭高鐵如何到,可依您的抵達站點與時間提供轉乘、叫車或租車建議；接駁是否提供及費用需事前確認。,高鐵｜交通｜停車｜周邊,direct,approved,80,,,
faq-112,交通停車與周邊,附近有公車嗎？,,附近公車路線、班次與步行距離尚未完成正式確認。請告知出發地與抵達時間，由管家協助提供當期交通建議。,公車｜交通｜停車｜周邊,collect_info,needs_review,80,,原答案誤答成停車資訊；需查證公車資訊。,
faq-113,交通停車與周邊,有接駁服務嗎？,請問有接駁服務嗎｜接駁服務有提供嗎,可依您的抵達站點與時間提供轉乘、叫車或租車建議；接駁是否提供及費用需事前確認。,接駁｜交通｜停車｜周邊,collect_info,needs_review,80,,待屋主確認實際規則、設備或當期資訊,
faq-114,交通停車與周邊,可以幫忙叫計程車嗎？,能不能幫忙叫計程車？｜可不可以幫忙叫計程車？,可以協助提供叫車資訊或聯繫車行，但是否能叫到車、等待時間與車資由車行決定。請提前提供用車日期、時間、人數與目的地。,計程車｜交通｜停車｜周邊,collect_info,approved,80,,原答案誤答成停車資訊。,
faq-115,交通停車與周邊,附近租車方便嗎？,,附近租車門市、取還車方式與營業時間會變動，目前尚未建立固定合作資訊。請告知抵達方式與日期，由管家提供當期建議。,租車｜交通｜停車｜周邊,collect_info,needs_review,80,,原答案誤答成停車資訊。,
faq-116,交通停車與周邊,路好開嗎？,,請依官方路線慢速行駛；若遇豪雨、颱風或道路封閉，請先聯繫民宿確認是否適合前往。,交通｜停車｜周邊,direct,approved,80,,,
faq-117,交通停車與周邊,下雨天路況會不會危險？,,請依官方路線慢速行駛；若遇豪雨、颱風或道路封閉，請先聯繫民宿確認是否適合前往。,路況｜交通｜停車｜周邊,direct,approved,80,,,
faq-118,交通停車與周邊,附近有超商嗎？,,可提供最近超商、餐廳、賣場、外送範圍或加油站資訊；郊區夜間店家較少，建議入住前先採買。,超商｜交通｜停車｜周邊,collect_info,needs_review,80,,待屋主確認實際規則、設備或當期資訊,
faq-119,交通停車與周邊,附近有餐廳嗎？,,可提供最近超商、餐廳、賣場、外送範圍或加油站資訊；郊區夜間店家較少，建議入住前先採買。,餐廳｜交通｜停車｜周邊,collect_info,needs_review,80,,待屋主確認實際規則、設備或當期資訊,
faq-120,交通停車與周邊,附近有市場或賣場嗎？,,可提供最近超商、餐廳、賣場、外送範圍或加油站資訊；郊區夜間店家較少，建議入住前先採買。,賣場｜交通｜停車｜周邊,collect_info,needs_review,80,,待屋主確認實際規則、設備或當期資訊,
faq-121,交通停車與周邊,附近晚上買東西方便嗎？,,可提供最近超商、餐廳、賣場、外送範圍或加油站資訊；郊區夜間店家較少，建議入住前先採買。,交通｜停車｜周邊,collect_info,approved,80,,,
faq-122,交通停車與周邊,民宿附近會不會很偏僻？,慢慢蒔光附近會不會很偏僻？,可依您的交通方式、抵達時間與回程方向，提供最順路的交通與周邊建議。,交通｜停車｜周邊,collect_info,approved,80,,,
faq-123,交通停車與周邊,叫外送方便嗎？,,可提供最近超商、餐廳、賣場、外送範圍或加油站資訊；郊區夜間店家較少，建議入住前先採買。,外送｜交通｜停車｜周邊,direct,needs_review,80,,待屋主確認實際規則、設備或當期資訊,
faq-124,交通停車與周邊,附近有加油站嗎？,,可提供最近超商、餐廳、賣場、外送範圍或加油站資訊；郊區夜間店家較少，建議入住前先採買。,加油站｜交通｜停車｜周邊,collect_info,needs_review,80,,待屋主確認實際規則、設備或當期資訊,
faq-125,交通停車與周邊,退房後去景點順路嗎？,退宿後去景點順路嗎,是否順路需依你的下一站、交通方式與當日路況判斷。請提供想去的景點或回程方向，管家可協助提供較順路的行程建議。,景點｜交通｜停車｜周邊,collect_info,approved,80,,原答案誤答成道路安全提醒。,
faq-126,人數房型與包棟,最多可以住幾人？,,入住人數需依民宿核定、房型配置與安全規定；超過最大容納人數通常不接受，請如實告知大人小孩人數。,人數｜房型｜包棟,collect_info,approved,80,,答案可使用，但需提醒依當期資訊確認,
faq-127,人數房型與包棟,基本人數是幾人？,,入住人數需依民宿核定、房型配置與安全規定；超過最大容納人數通常不接受，請如實告知大人小孩人數。,基本人數｜房型｜包棟,collect_info,approved,80,,答案可使用，但需提醒依當期資訊確認,
faq-128,人數房型與包棟,可以超過最大人數入住嗎？,能不能超過最大人數入住？｜可不可以超過最大人數入住？,入住人數需依民宿核定、房型配置與安全規定；超過最大容納人數通常不接受，請如實告知大人小孩人數。,最大人數｜房型｜包棟,direct,approved,80,,答案可使用，但需提醒依當期資訊確認,
faq-129,人數房型與包棟,小孩不佔床可以不算嗎？,,小孩是否計入人數需依年齡、身高與是否佔床判斷；請提供年齡方便確認費用與備品。,人數｜房型｜包棟,collect_info,approved,80,,答案可使用，但需提醒依當期資訊確認,
faq-130,人數房型與包棟,房間怎麼分配？,房間如何分配,可依家庭組成、長輩需求、床型與衛浴配置協助建議；實際房數與床型以官網或民宿回覆為準。,人數｜房型｜包棟,collect_info,approved,80,,,
faq-131,人數房型與包棟,有幾間房？,請問有幾間房？｜幾間房有提供嗎,慢慢蒔光目前對外提供 5 間主題房，主要以包棟 villa 方式接待。若當期有開放單間客房，會依後台設定與房況確認。,人數｜房型｜包棟,direct,approved,80,,對外房間數為5間。,
faq-132,人數房型與包棟,每間房有獨立衛浴嗎？,,每間房是否配置獨立衛浴需依實際房型確認。目前建議先提供入住人數、長輩與使用需求，由管家說明各房型衛浴配置。,獨立衛浴｜人數｜房型｜包棟,collect_info,needs_review,80,,需確認每間房的衛浴配置。,
faq-133,人數房型與包棟,有一樓房間嗎？,請問有一樓房間嗎｜一樓房間有提供嗎,是否有一樓客房需依實際房型配置確認。若有長輩、幼兒或行動不便者，請先告知需求，由管家協助安排合適房間。,一樓房間｜人數｜房型｜包棟,collect_info,needs_review,80,,需確認一樓房間配置。,
faq-134,人數房型與包棟,有雙人房嗎？,請問有雙人房嗎｜雙人房有提供嗎,是否開放雙人房及可入住人數需依當期房型與單間開放狀況確認。請提供日期與人數，由管家協助安排。,雙人房｜人數｜房型｜包棟,collect_info,needs_review,80,,需確認實際床型與單間開放方式。,
faq-135,人數房型與包棟,有四人房嗎？,請問有四人房嗎｜四人房有提供嗎,是否有四人房及實際床型需依房型配置確認。請提供日期與入住人數，由管家協助說明適合的房間安排。,四人房｜人數｜房型｜包棟,collect_info,needs_review,80,,需確認實際床型。,
faq-136,人數房型與包棟,床型可以選嗎？,,可依家庭組成、長輩需求、床型與衛浴配置協助建議；實際房數與床型以官網或民宿回覆為準。,床型｜人數｜房型｜包棟,direct,approved,80,,,
faq-137,人數房型與包棟,可以加被子嗎？,能不能加被子？｜可不可以加被子？,如需加被子，請提前告知需要數量；是否可提供及是否收費，需依現場備品與入住人數由管家確認。,加被子｜人數｜房型｜包棟,collect_info,approved,80,,原答案過度籠統。,
faq-138,人數房型與包棟,可以加枕頭嗎？,能不能加枕頭？｜可不可以加枕頭？,如需加枕頭，請提前告知需要數量；是否可提供及是否收費，需依現場備品與入住人數由管家確認。,加枕頭｜人數｜房型｜包棟,collect_info,approved,80,,原答案過度籠統。,
faq-139,人數房型與包棟,房間可以換床位嗎？,,「房間可以換床位嗎」需依實際房型與現場配置確認，請告知入住日期、人數與需求，由管家提供最準確說明。,人數｜房型｜包棟,direct,approved,80,,答案可使用，但需提醒依當期資訊確認,
faq-140,人數房型與包棟,可以臨時增加人入住嗎？,能不能臨時增加人入住？｜可不可以臨時增加人入住？,請先提供入住人數、房型偏好與活動需求，我們會建議最合適的房型或包棟配置。,人數｜房型｜包棟,collect_info,approved,80,,,
faq-141,人數房型與包棟,沒有過夜的訪客可以來嗎？,,可以，但訪客需事前告知。每位訪客酌收 600 元，並請於 23:00 前離開；訪客不得擅自留宿或使用未開放設施。,訪客｜人數｜房型｜包棟,direct,approved,80,,正式訪客規則：每位600元、23:00前離開。,
faq-142,人數房型與包棟,朋友可以白天來玩嗎？,,可以，但白天來訪也需事前告知。每位訪客酌收 600 元，並請於 23:00 前離開；實際人數與使用空間需由管家確認。,人數｜房型｜包棟,collect_info,approved,80,,正式訪客規則：每位600元、23:00前離開。,
faq-143,人數房型與包棟,可以辦活動或聚會嗎？,能不能辦活動或聚會？｜可不可以辦活動或聚會？,請先提供活動內容、人數、時段、布置與外部廠商需求；民宿會評估安全、音量、停車與清潔規範後回覆。,聚會｜活動｜人數｜房型｜包棟,collect_info,approved,80,,,
faq-144,人數房型與包棟,求婚或生日派對可以嗎？,,請先提供活動內容、人數、時段、布置與外部廠商需求；民宿會評估安全、音量、停車與清潔規範後回覆。,生日派對｜求婚｜人數｜房型｜包棟,direct,approved,80,,,
faq-145,人數房型與包棟,可以商業拍攝嗎？,能不能商業拍攝？｜可不可以商業拍攝？,請先提供活動內容、人數、時段、布置與外部廠商需求；民宿會評估安全、音量、停車與清潔規範後回覆。,商業拍攝｜人數｜房型｜包棟,collect_info,approved,80,,,
faq-146,人數房型與包棟,可以拍婚紗嗎？,能不能拍婚紗？｜可不可以拍婚紗？,請先提供活動內容、人數、時段、布置與外部廠商需求；民宿會評估安全、音量、停車與清潔規範後回覆。,婚紗｜人數｜房型｜包棟,direct,approved,80,,,
faq-147,人數房型與包棟,包棟可不可以只住少人數？,,包棟通常以整棟方案計價，可詢問少人數或分區方案；實際開放範圍與價格以民宿回覆為準。,包棟｜人數｜房型,collect_info,approved,80,,,
faq-148,人數房型與包棟,包棟可以分房收費嗎？,,包棟通常以整棟方案計價，不會依實際使用房間數逐間拆分。若有少人數或特殊需求，請提供日期與人數，由管家確認是否有適合方案。,包棟｜人數｜房型,collect_info,approved,80,,原答案未回答分房收費。,
faq-149,人數房型與包棟,可以只租公共空間不住宿嗎？,能不能只租公共空間不住宿？｜可不可以只租公共空間不住宿？,目前是否開放只租公共空間需依活動內容、日期、人數、時段與場地規範確認。請先提供需求，由管家評估是否可承接及報價。,公共空間｜人數｜房型｜包棟,collect_info,approved,80,,原答案未回答公共空間租借。,
faq-150,人數房型與包棟,管家會住在裡面嗎？,,管家有獨立出入口與工作安排，不會任意進入客人使用空間。包棟期間會保留客人隱私，必要協助會透過官方 LINE 或現場約定方式聯繫。,管家｜人數｜房型｜包棟,direct,approved,80,,管家房為獨立出入口。,
faq-151,房間設備與備品,房間有冷氣嗎？,,設備依房型頁與現場配置為準；入住後若不會操作，可查看房內說明或聯繫民宿協助。,冷氣｜房間設備｜備品,direct,approved,80,,,
faq-152,房間設備與備品,冷氣怎麼開？,冷氣如何開,設備依房型頁與現場配置為準；入住後若不會操作，可查看房內說明或聯繫民宿協助。,冷氣｜房間設備｜備品,direct,approved,80,,,
faq-153,房間設備與備品,房間有暖氣嗎？,,設備依房型頁與現場配置為準；入住後若不會操作，可查看房內說明或聯繫民宿協助。,暖氣｜房間設備｜備品,direct,approved,80,,,
faq-154,房間設備與備品,有Wi-Fi嗎？,請問有Wi-Fi嗎｜Wi-Fi有提供嗎,有 Wi-Fi。帳號與密碼會於入住資訊或房內公告提供；若連線異常，請通知管家協助檢查。,Wi-Fi｜房間設備｜備品,direct,approved,80,,已確認提供Wi-Fi。,
faq-155,房間設備與備品,Wi-Fi密碼是多少？,,Wi-Fi帳號密碼會在入住資訊或房內公告提供；若連線異常請通知民宿協助檢查。,Wi-Fi｜房間設備｜備品,direct,approved,80,,,
faq-156,房間設備與備品,房間有電視嗎？,,有電視。可使用的頻道與影音功能依現場設備及正式入住說明為準；若使用個人串流帳號，退房前請記得登出。,電視｜房間設備｜備品,direct,approved,80,,已確認房內有電視。,
faq-157,房間設備與備品,電視怎麼操作？,電視如何操作,電視與串流服務依房型設備為準；若需使用個人帳號，退房前請記得登出。,電視｜房間設備｜備品,direct,approved,80,,,
faq-158,房間設備與備品,有Netflix嗎？,請問有Netflix嗎｜Netflix有提供嗎,電視與串流服務依房型設備為準；若需使用個人帳號，退房前請記得登出。,Netflix｜房間設備｜備品,direct,approved,80,,,
faq-159,房間設備與備品,房間有冰箱嗎？,,房內是否設置冰箱需依房型與現場配置確認。若有冷藏需求，請在訂房前告知，由管家說明可使用的冷藏空間。,冰箱｜房間設備｜備品,collect_info,needs_review,80,,需確認房內冰箱配置。,
faq-160,房間設備與備品,有熱水壺嗎？,請問有熱水壺嗎｜熱水壺有提供嗎,熱水壺是否提供及放置位置需依房型與現場配置確認。請在入住前向管家確認，入住後也可查看房內說明。,熱水壺｜房間設備｜備品,direct,needs_review,80,,需確認熱水壺配置。,
faq-161,房間設備與備品,有吹風機嗎？,請問有吹風機嗎｜吹風機有提供嗎,吹風機為住宿常用備品，但實際數量與放置位置需依房型確認。使用時請在梳妝台區操作，避免在潮濕區域使用。,吹風機｜房間設備｜備品,direct,approved,80,,正式規則要求吹風機於梳妝台使用。,
faq-162,房間設備與備品,有毛巾浴巾嗎？,請問有毛巾浴巾嗎｜毛巾浴巾有提供嗎,備品提供依民宿規定；因環保政策，部分一次性用品可能不主動提供，建議自備個人盥洗用品。,浴巾｜毛巾｜房間設備｜備品,direct,needs_review,80,,待屋主確認實際規則、設備或當期資訊,
faq-163,房間設備與備品,有牙刷牙膏嗎？,請問有牙刷牙膏嗎｜牙刷牙膏有提供嗎,備品提供依民宿規定；因環保政策，部分一次性用品可能不主動提供，建議自備個人盥洗用品。,牙膏｜牙刷｜房間設備｜備品,direct,needs_review,80,,待屋主確認實際規則、設備或當期資訊,
faq-164,房間設備與備品,有洗髮精沐浴乳嗎？,請問有洗髮精沐浴乳嗎｜洗髮精沐浴乳有提供嗎,備品提供依民宿規定；因環保政策，部分一次性用品可能不主動提供，建議自備個人盥洗用品。,洗髮精｜沐浴乳｜房間設備｜備品,direct,needs_review,80,,待屋主確認實際規則、設備或當期資訊,
faq-165,房間設備與備品,有洗衣機嗎？,請問有洗衣機嗎｜洗衣機有提供嗎,洗衣機是否開放旅客使用需依現場規範確認。若有洗衣需求，請提前告知入住天數與需求，由管家說明可用方式。,洗衣機｜房間設備｜備品,collect_info,needs_review,80,,需確認洗衣機是否開放。,
faq-166,房間設備與備品,有曬衣空間嗎？,請問有曬衣空間嗎｜曬衣空間有提供嗎,曬衣空間與可使用範圍需依現場配置確認。若有長住或大量衣物需求，請提前告知管家。,曬衣空間｜房間設備｜備品,collect_info,needs_review,80,,需確認曬衣空間。,
faq-167,房間設備與備品,房間有插座嗎？,,請勿自行使用高功率電器或不合格延長線；如需多孔插座或特殊用電請先詢問。,插座｜房間設備｜備品,collect_info,approved,80,,答案可使用，但需提醒依當期資訊確認,
faq-168,房間設備與備品,可以使用延長線嗎？,能不能使用延長線？｜可不可以使用延長線？,請勿自行使用高功率電器或不合格延長線；如需多孔插座或特殊用電請先詢問。,延長線｜房間設備｜備品,collect_info,approved,80,,答案可使用，但需提醒依當期資訊確認,
faq-169,房間設備與備品,可以帶自己的電器嗎？,能不能帶自己的電器？｜可不可以帶自己的電器？,請勿自行使用高功率電器或不合格延長線；如需多孔插座或特殊用電請先詢問。,房間設備｜備品,collect_info,approved,80,,答案可使用，但需提醒依當期資訊確認,
faq-170,房間設備與備品,房間隔音好嗎？,,民宿多為住宅型建築，隔音不一定等同飯店；晚間請降低音量，共同維持安寧。,隔音｜房間設備｜備品,direct,approved,80,,,
faq-171,房間設備與備品,房間有窗簾遮光嗎？,,遮光與床墊軟硬屬房型與個人感受差異；若有睡眠需求，建議訂房前先詢問適合房型。,窗簾｜房間設備｜備品,direct,approved,80,,,
faq-172,房間設備與備品,床墊軟硬度如何？,,遮光與床墊軟硬屬房型與個人感受差異；若有睡眠需求，建議訂房前先詢問適合房型。,床墊｜房間設備｜備品,direct,approved,80,,,
faq-173,房間設備與備品,房間有蚊子或昆蟲嗎？,,鄉間或自然環境難免有小昆蟲，民宿會盡力清潔與防治；建議關好紗窗門窗並自備防蚊用品。,昆蟲｜房間設備｜備品,direct,approved,80,,,
faq-174,房間設備與備品,房內可以吃東西嗎？,,房內可簡單飲食但請保持清潔；為安全與氣味考量，房內通常禁止煮食，請使用指定廚房。,房間設備｜備品,direct,approved,80,,,
faq-175,房間設備與備品,房內可以煮食嗎？,,房內可簡單飲食但請保持清潔；為安全與氣味考量，房內通常禁止煮食，請使用指定廚房。,房間設備｜備品,direct,approved,80,,,
faq-176,公共空間與設施,公共空間有哪些？,,公共空間包含客廳、開放式廚房、餐桌區、麻將房及戶外區域等；實際開放範圍與使用時間請依入住說明。,公共空間｜設施,direct,approved,80,,依已確認設施整理。,
faq-177,公共空間與設施,客廳可以使用到幾點？,客廳可以使用到什麼時間？,客廳可依住宿期間正常使用，但晚上 22:00 後請降低音量；22:00–08:00 禁止喧嘩及使用音響或擴音設備。,客廳｜公共空間｜設施,direct,approved,80,,正式安靜時段。,
faq-178,公共空間與設施,廚房可以使用嗎？,,可以使用開放式廚房，現場提供餐具、廚具、微波爐與電鍋。請依入住說明使用，使用後清洗、歸位並保持基本整潔。,廚房｜公共空間｜設施,direct,approved,80,,正式設施包含開放式廚房、餐具廚具、微波爐與電鍋。,
faq-179,公共空間與設施,餐廳區可以聚餐嗎？,,公共空間依民宿配置開放，使用時請遵守時間、音量、清潔與安全規範，晚間請降低音量。,餐廳區｜公共空間｜設施,direct,approved,80,,,
faq-180,公共空間與設施,公共冰箱可以放東西嗎？,,廚房與餐飲設備是否開放、可用範圍與清潔方式依民宿公告；使用後請清洗歸位。,公共冰箱｜公共空間｜設施,direct,approved,80,,,
faq-181,公共空間與設施,有飲水機嗎？,請問有飲水機嗎｜飲水機有提供嗎,是否設有飲水機需依現場設備確認。入住前可詢問飲用水提供方式，入住後請依房內或廚房說明使用。,飲水機｜公共空間｜設施,direct,needs_review,80,,需確認飲水機設備。,
faq-182,公共空間與設施,有咖啡或茶嗎？,請問有咖啡或茶嗎｜咖啡或茶有提供嗎,咖啡或茶是否提供及品項會依當期備品為準。若有特定需求，請在入住前向管家確認。,咖啡｜茶｜公共空間｜設施,direct,needs_review,80,,需確認當期備品。,
faq-183,公共空間與設施,可以使用公共杯盤嗎？,能不能使用公共杯盤？｜可不可以使用公共杯盤？,廚房與餐飲設備是否開放、可用範圍與清潔方式依民宿公告；使用後請清洗歸位。,杯盤｜公共空間｜設施,direct,approved,80,,,
faq-184,公共空間與設施,可以借桌遊嗎？,能不能借桌遊？｜可不可以借桌遊？,是否提供桌遊及實際種類需依現場配置確認；若有提供，使用後請確認配件完整並放回原位。,桌遊｜公共空間｜設施,direct,needs_review,80,,需確認桌遊清單。,
faq-185,公共空間與設施,有兒童玩具嗎？,請問有兒童玩具嗎｜兒童玩具有提供嗎,是否提供兒童玩具及適用年齡需依現場配置確認。請告知孩子年齡與需求，由管家確認可用備品。,兒童玩具｜公共空間｜設施,collect_info,needs_review,80,,需確認兒童玩具。,
faq-186,公共空間與設施,有電梯嗎？,請問有電梯嗎｜電梯有提供嗎,目前是否設有電梯需依建物實際配置確認。若有長輩、輪椅或行動不便者，請在訂房前告知，由管家說明樓層與動線。,電梯｜公共空間｜設施,collect_info,needs_review,80,,需確認電梯配置。,
faq-187,公共空間與設施,公共空間可以拍照嗎？,,公共空間依民宿配置開放，使用時請遵守時間、音量、清潔與安全規範，晚間請降低音量。,公共空間｜拍照｜設施,direct,approved,80,,,
faq-188,公共空間與設施,可以移動家具嗎？,能不能移動家具？｜可不可以移動家具？,個人拍照可正常進行，但布置、明火、香氛或移動家具需事前同意，不得傷牆、殘膠或造成清潔負擔。,移動家具｜公共空間｜設施,direct,approved,80,,,
faq-189,公共空間與設施,可以布置公共空間嗎？,能不能布置公共空間？｜可不可以布置公共空間？,公共空間布置需事前申請。請提供活動類型、時間、布置內容與外部廠商需求，由管家確認可使用區域及不得傷牆、殘膠或造成清潔負擔的規範。,公共空間｜布置｜設施,collect_info,approved,80,,原答案未完整回答布置問題。,
faq-190,公共空間與設施,可以點蠟燭嗎？,能不能點蠟燭？｜可不可以點蠟燭？,不可以。全館禁止明火，因此不可點蠟燭；如有生日或求婚布置需求，請提前告知，由管家協助提供安全替代方式。,蠟燭｜公共空間｜設施,direct,approved,80,,正式規則：全館禁止明火。,
faq-191,公共空間與設施,可以使用香氛或擴香嗎？,能不能使用香氛或擴香？｜可不可以使用香氛或擴香？,個人拍照可正常進行，但布置、明火、香氛或移動家具需事前同意，不得傷牆、殘膠或造成清潔負擔。,香氛｜公共空間｜設施,direct,approved,80,,,
faq-192,公共空間與設施,公共區域有冷氣嗎？,,公共區域冷氣與燈光請依使用時間與節能規範操作；離開或睡前請關閉非必要電源。,公共區域｜冷氣｜公共空間｜設施,direct,approved,80,,,
faq-193,公共空間與設施,公共區域燈光可以整晚開嗎？,,公共區域冷氣與燈光請依使用時間與節能規範操作；離開或睡前請關閉非必要電源。,公共區域｜公共空間｜設施,direct,approved,80,,,
faq-194,公共空間與設施,垃圾要丟哪裡？,,請依民宿標示分類一般垃圾、回收、玻璃與廚餘，並放置於指定位置。,垃圾｜公共空間｜設施,direct,approved,80,,,
faq-195,公共空間與設施,資源回收怎麼分類？,資源回收如何分類,請依民宿標示分類一般垃圾、回收、玻璃與廚餘，並放置於指定位置。,資源回收｜公共空間｜設施,direct,approved,80,,,
faq-196,公共空間與設施,公共空間髒了怎麼辦？,公共空間髒了該怎麼處理？｜公共空間髒了要如何處理,若公共空間出現髒污、打翻或需要清潔，請先避免擴散並立即通知管家；若為自己造成的髒污，也請協助簡單處理並告知狀況。,公共空間｜設施,direct,approved,80,,原答案過度籠統。,
faq-197,公共空間與設施,設施壞掉怎麼辦？,設施壞掉該怎麼處理？｜設施壞掉要如何處理,若公共空間髒污、打翻或設備故障，請立即拍照並通知民宿，以便即時處理。,公共空間｜設施,direct,approved,80,,,
faq-198,公共空間與設施,公共區可以穿室外鞋嗎？,,請依現場標示換鞋與使用公共物品；物品使用後請放回原處，避免其他住客找不到。,公共空間｜設施,direct,approved,80,,,
faq-199,公共空間與設施,可以把公共物品拿進房間嗎？,能不能把公共物品拿進房間？｜可不可以把公共物品拿進房間？,請依現場標示換鞋與使用公共物品；物品使用後請放回原處，避免其他住客找不到。,公共空間｜設施,direct,approved,80,,,
faq-200,公共空間與設施,公共空間有監視器嗎？,,公共空間與出入口設有監視設備，主要用於安全與出入口管理；客房與浴室等私人空間不會設置監視器。,公共空間｜監視器｜設施,direct,approved,80,,正式規則：公共空間有監視設備，房內沒有。,
faq-201,早餐餐飲與廚房,有附早餐嗎？,請問有附早餐嗎｜附早餐有提供嗎,早餐為加購項目，由星光管家於 08:30 送至餐桌。若需要早餐或希望提早用餐，請提前告知份數與需求，由管家確認供應安排。,早餐｜餐飲｜廚房,collect_info,approved,80,,正式早餐規則：加購、08:30送達。,
faq-202,早餐餐飲與廚房,早餐幾點供應？,早餐什麼時間供應,早餐預定於 08:30 送至餐桌。若需要提早用餐，請提前告知，由管家確認是否能配合。,早餐｜餐飲｜廚房,collect_info,approved,80,,正式早餐時間為08:30。,
faq-203,早餐餐飲與廚房,早餐可以素食嗎？,,可以先提出素食或特殊飲食需求；能否代訂素食早餐需依合作店家菜單與當日供應狀況確認。,早餐｜素食｜餐飲｜廚房,collect_info,approved,80,,答案可使用，但需提醒依當期資訊確認,
faq-204,早餐餐飲與廚房,可以代訂早餐嗎？,能不能代訂早餐？｜可不可以代訂早餐？,可以提出早餐代訂需求。請提前告知份數、用餐時間及特殊飲食需求；實際品項、費用與截止時間由管家確認。,代訂早餐｜餐飲｜廚房,collect_info,approved,80,,早餐為加購，內容與費用需確認。,
faq-205,早餐餐飲與廚房,早餐一份多少錢？,早餐一份費用是多少？,早餐為加購項目，目前沒有可直接對外承諾的固定價格。請提供入住日期與需要份數，由管家確認當期品項與費用。,早餐｜餐飲｜廚房,collect_info,approved,80,,原答案約250元與正式規則衝突，已移除固定價格。,
faq-206,早餐餐飲與廚房,可以自己煮早餐嗎？,能不能自己煮早餐？｜可不可以自己煮早餐？,是否可自行準備早餐需依廚房開放範圍與使用規範。可使用開放式廚房的核准設備，但請遵守清潔與安全規定。,早餐｜餐飲｜廚房,direct,needs_review,80,,需確認早餐自煮與廚房規範。,
faq-207,早餐餐飲與廚房,廚房有哪些設備？,,廚房為開放式廚房，提供餐具、廚具、微波爐與電鍋。其他設備與可使用範圍請依入住說明，使用後請清洗並歸位。,廚房｜早餐｜餐飲,direct,approved,80,,正式設備清單已確認。,
faq-208,早餐餐飲與廚房,有鍋具可以用嗎？,請問有鍋具可以用嗎｜鍋具可以用有提供嗎,若開放廚房，請依使用時間、器具範圍與清潔規範操作；房內通常禁止煮食。,鍋具｜早餐｜餐飲｜廚房,direct,needs_review,80,,待屋主確認實際規則、設備或當期資訊,
faq-209,早餐餐飲與廚房,可以煮火鍋嗎？,能不能煮火鍋？｜可不可以煮火鍋？,是否可煮火鍋需依廚房與明火規範確認。全館禁止明火，未經管家確認不可自行使用卡式爐或其他加熱設備。,火鍋｜早餐｜餐飲｜廚房,ask_human,approved,80,,涉及明火與設備安全，需管家確認。,
faq-210,早餐餐飲與廚房,可以代訂烤肉食材嗎？,能不能代訂烤肉食材？｜可不可以代訂烤肉食材？,是否提供烤肉食材代訂需依當期合作店家與服務內容確認。請提供人數、日期、預算與飲食需求，由管家確認可否代訂及費用。,烤肉食材｜早餐｜餐飲｜廚房,collect_info,needs_review,80,,需確認是否有代訂服務。,
faq-211,早餐餐飲與廚房,烤肉設備有提供嗎？,,烤肉需事前確認場地、設備、費用、天候限制與炭灰垃圾處理方式；未確認前請勿自行生火。,烤肉設備｜早餐｜餐飲｜廚房,direct,approved,80,,,
